gene_id,chromosome,geneStart,geneEnd,targetsTSS,controlTSS,utr3Segment,target5utr,control5utr,utr3segs.distalSegment,cdsexons,strand,tissue,geneType
FBgn0020647,3R,23997538,24033327,24006578-24007078,24031827-24032327,23997539-23998768,24006328-24006578,24031712-24031827,23997539-23998768,23998830-24031031,-,embryos,dominant
FBgn0039085,3R,23532945,23536267,23534767-23535267,23536710-23537210,23531282-23534767,23534462-23534767,23534462-23536710,23531282-23532687,23534462-23536710,-,embryos,dominant
FBgn0262975,3R,23185580,23228211,23191120-23191654,23226711-23227211,23185643-23223120,23190840-23191120,23226441-23226711,23185643-23187803,23187877-23223120,-,embryos,dominant
FBgn0013759,3R,21783400,21824174,21808689-21809189,21822674-21823174,21783391-21787105,21807599-21808689,21822483-21822674,21783391-21783400,21786930-21821023,-,embryos,dominant
FBgn0011766,3R,21620304,21662371,21632693-21633193,21633073-21633573,21620305-21621696,21632133-21632693,21632924-21633073,21620305-21620458,21622812-21645543,-,embryos,dominant
FBgn0011672,3R,21051383,21062300,21060653-21061153,21060800-21061300,21051328-21055415,21060282-21060653,21060745-21060800,21051328-21052242,21055345-21058468,-,embryos,dominant
FBgn0016917,3R,20535323,20553811,20551107-20551607,20552311-20552811,20534282-20540454,20550721-20551107,20552081-20552311,20534282-20534529,20534610-20542092,-,embryos,dominant
FBgn0038740,3R,19865417,19877178,19875678-19876178,19875224-19875724,19865410-19869348,19875398-19875678,19875169-19875224,19865410-19865417,19867575-19874527,-,embryos,dominant
FBgn0038720,3R,19616024,19634218,19621080-19621580,19623476-19623976,19616025-19617759,19620615-19621080,19623316-19623476,19616025-19616884,19617253-19619380,-,embryos,dominant
FBgn0051122,3R,18406064,18414374,18412874-18413374,18411631-18412131,18405923-18408440,18412762-18412874,18409498-18411631,18405923-18408213,18408275-18409871,-,embryos,dominant
FBgn0038535,3R,17673732,17684015,17682515-17683015,17679287-17679787,17673733-17678178,17682457-17682515,17679144-17679287,17673733-17674823,17674889-17678178,-,embryos,dominant
FBgn0014141,3R,17091533,17126889,17095547-17096047,17125389-17125889,17091534-17104391,17095364-17095547,17125213-17125389,17091534-17092224,17092287-17119154,-,embryos,dominant
FBgn0000014,3R,16807214,16831549,16829752-16830252,16830049-16830549,16807111-16810061,16828921-16829752,16828921-16830049,16807111-16810061,16810132-16827897,-,embryos,dominant
FBgn0026059,3R,16068523,16100261,16076164-16076664,16098761-16099261,16068524-16070481,16075227-16076164,16098631-16098761,16068524-16070036,16069863-16097620,-,embryos,dominant
FBgn0266756,3R,14804092,14876988,14811610-14812110,14817946-14818446,14804064-14807331,14811502-14811610,14814249-14817946,14804064-14805610,14807390-14860067,-,embryos,dominant
FBgn0086686,3R,14642672,14657216,14655197-14655697,14655716-14656216,14642673-14645397,14655158-14655197,14655460-14655716,14642673-14645188,14645296-14649368,-,embryos,dominant
FBgn0264493,3R,13967061,14033557,14025962-14026462,13983363-13983863,13967012-13970439,14025839-14025962,13981634-13983363,13967012-13967061,13969397-14026944,-,embryos,dominant
FBgn0038147,3R,13389059,13396697,13393081-13393581,13395197-13395697,13389060-13395197,13392831-13393081,13395061-13395197,13389060-13389759,13390048-13391945,-,embryos,dominant
FBgn0000024,3R,13222951,13261017,13259517-13260017,13258777-13259277,13222952-13229770,13259453-13259517,13258303-13258777,13222952-13224625,13232679-13258425,-,embryos,dominant
FBgn0265276,3R,11765038,11780628,11778352-11778852,11779128-11779628,11764900-11769000,11777474-11778352,11778982-11779128,11764900-11769000,11769058-11778621,-,embryos,dominant
FBgn0017581,3R,11750931,11765957,11764457-11764957,11760079-11760579,11750917-11764457,11763484-11764457,11759554-11760079,11750917-11753498,11755177-11756492,-,embryos,dominant
FBgn0051363,3R,11590386,11621406,11604754-11605254,11619906-11620406,11590387-11593766,11604586-11604754,11619704-11619906,11590387-11591307,11591501-11604283,-,embryos,dominant
FBgn0037912,3R,11559896,11568554,11562296-11562796,11567054-11567554,11559878-11564711,11562201-11562296,11566918-11567054,11559878-11560792,11560852-11561205,-,embryos,dominant
FBgn0267376,3R,10863355,10870142,10868642-10869142,10868290-10868790,10863356-10866976,10868439-10868642,10867972-10868290,10863356-10863825,10866529-10872185,-,embryos,dominant
FBgn0001235,3R,10507561,10641068,10614276-10614776,10639568-10640068,10507559-10585928,10612985-10614276,10638624-10639568,10507559-10511537,10511759-10613800,-,embryos,dominant
FBgn0004889,3R,10126129,10141272,10139772-10140272,10134482-10134982,10126130-10129433,10139327-10139772,10133958-10134482,10126130-10128515,10128630-10135064,-,embryos,dominant
FBgn0028734,3R,10101420,10111621,10109985-10110485,10110121-10110621,10101357-10104796,10109816-10109985,10109816-10110121,10101357-10101374,10103673-10109071,-,embryos,dominant
FBgn0037705,3R,9535625,9553306,9551806-9552308,9551338-9551838,9535617-9539290,9551766-9551806,9551316-9551338,9535617-9535625,9539363-9549810,-,embryos,dominant
FBgn0003165,3R,9066343,9239182,9157950-9158450,9226840-9227340,9066304-9237682,9157118-9157950,9226221-9226840,9066304-9070336,9071507-9234664,-,embryos,dominant
FBgn0262614,3R,8827068,8933396,8846289-8846789,8857661-8858161,8827069-8834074,8846161-8846289,8857051-8857661,8827069-8833187,8828835-8881339,-,embryos,dominant
FBgn0014863,3R,7112850,7119232,7117732-7118232,7116692-7117216,7094597-7117732,7116652-7117732,7116652-7116716,7094597-7113762,7095580-7102097,-,embryos,dominant
FBgn0260642,3R,6896253,7000728,6932840-6933340,6999228-6999728,6896248-6898538,6931519-6932840,6998206-6999228,6896248-6896253,6908513-6970670,-,embryos,dominant
FBgn0013576,3R,5270116,5351943,5350010-5350510,5323847-5324347,5270103-5294855,5349468-5350010,5323739-5323847,5270103-5272167,5274149-5336635,-,embryos,dominant
FBgn0259212,3R,5170004,5218956,5198298-5198798,5217456-5217956,5169880-5173995,5197940-5198298,5216933-5217456,5169880-5172291,5174056-5203434,-,embryos,dominant
FBgn0026620,3R,4733654,4750556,4739547-4740047,4746414-4746914,4732823-4744665,4739511-4739547,4745842-4746414,4732823-4732942,4735165-4744665,-,embryos,dominant
FBgn0051523,3R,4465421,4480707,4479106-4479606,4475426-4475926,4464813-4473188,4479062-4479106,4468464-4471603,4464813-4464956,4467294-4473188,-,embryos,dominant
FBgn0051522,3R,4441415,4464383,4450843-4451343,4453316-4453816,4441329-4447954,4450472-4450843,4446425-4453316,4441329-4443055,4443902-4447954,-,embryos,dominant
FBgn0037138,3L,21836665,21842856,21840127-21840627,21841356-21841856,21835932-21838144,21840051-21840127,21841231-21841356,21835932-21837723,21837777-21839831,-,embryos,dominant
FBgn0037070,3L,21301785,21306158,21304467-21304967,21304045-21304545,21302076-21304091,21304388-21304467,21303910-21304045,21302076-21302159,21303808-21304091,-,embryos,dominant
FBgn0036958,3L,20233173,20243403,20241518-20242018,20241903-20242403,20233550-20240532,20241319-20241518,20241845-20241903,20233550-20233948,20234008-20240532,-,embryos,dominant
FBgn0016797,3L,19140975,19236873,19170648-19171148,19235373-19235873,19142124-19146473,19169844-19170648,19234805-19235373,19142124-19146473,19160619-19232572,-,embryos,dominant
FBgn0001078,3L,18750607,18802809,18765744-18766244,18801309-18801809,18750484-18753118,18763329-18765744,18800108-18801309,18750484-18753118,18753018-18798855,-,embryos,dominant
FBgn0260943,3L,17058774,17239712,17147969-17148469,17238212-17238712,17058778-17078198,17147107-17147969,17237832-17238212,17058778-17063831,17066625-17236062,-,embryos,dominant
FBgn0036663,3L,16787573,16809231,16807731-16808231,16800189-16800689,16787562-16790943,16807533-16807731,16800101-16800189,16787562-16787573,16788662-16799954,-,embryos,dominant
FBgn0013263,3L,14747929,14762549,14757962-14758462,14757336-14757836,14747869-14757330,14757842-14757962,14756904-14757336,14747869-14751775,14751267-14761726,-,embryos,dominant
FBgn0036309,3L,12768432,12775073,12773318-12773818,12773573-12774073,12768433-12769374,12773275-12773318,12773275-12773573,12768433-12769374,12769432-12772583,-,embryos,dominant
FBgn0052103,3L,12402295,12416342,12414842-12415342,12408650-12409150,12402157-12408650,12414702-12414842,12405334-12408650,12402157-12404290,12404363-12414086,-,embryos,dominant
FBgn0036194,3L,11693879,11698463,11696963-11697463,11696498-11696998,11693346-11694745,11696415-11696963,11696351-11696498,11693346-11694745,11694810-11695578,-,embryos,dominant
FBgn0259481,3L,11522757,11563733,11553112-11553612,11562233-11562733,11522714-11527342,11552830-11553112,11561894-11562233,11522714-11524296,11525580-11542834,-,embryos,dominant
FBgn0011206,3L,9097629,9135905,9125313-9125813,9134405-9134905,9096878-9107155,9125167-9125313,9134317-9134405,9096878-9103792,9107342-9130608,-,embryos,dominant
FBgn0016070,3L,8990317,8999489,8997989-8998505,8997094-8997594,8990229-8998005,8997579-8997989,8996854-8997094,8990229-8991537,8991222-8995565,-,embryos,dominant
FBgn0035849,3L,8183361,8188171,8185670-8186170,8186671-8187171,8182990-8185042,8185567-8185670,8186179-8186671,8182990-8184427,8184484-8185042,-,embryos,dominant
FBgn0016694,3L,7811458,7868869,7855548-7856048,7828018-7828518,7811916-7816412,7855279-7855548,7827676-7828018,7811916-7814201,7816484-7854189,-,embryos,dominant
FBgn0052369,3L,7777105,7811325,7809825-7810325,7804675-7805175,7776798-7779744,7808997-7809825,7803269-7804675,7776798-7778736,7778798-7804707,-,embryos,dominant
FBgn0261788,3L,7655389,7719895,7695654-7696154,7713647-7714147,7655390-7709350,7695376-7695654,7713138-7713647,7655390-7656203,7661981-7710969,-,embryos,dominant
FBgn0004910,3L,3909973,3937117,3935617-3936117,3933637-3934137,3909932-3914002,3935486-3935617,3933247-3933637,3909932-3913774,3913626-3930996,-,embryos,dominant
FBgn0035253,3L,1654247,1666564,1664241-1664741,1665064-1665564,1654239-1661592,1664090-1664241,1664918-1665064,1654239-1654726,1654807-1664844,-,embryos,dominant
FBgn0001316,3L,434083,542114,540614-541114,441096-441596,434038-443325,539899-540614,440494-441096,434038-442579,436222-514705,-,embryos,dominant
FBgn0035049,2R,24671294,24689684,24685090-24685590,24687377-24687877,24671295-24676125,24684707-24685090,24687003-24687377,24671295-24672306,24672551-24682441,-,embryos,dominant
FBgn0263006,2R,23925077,23937384,23935680-23936180,23933740-23934240,23926912-23932591,23935580-23935680,23933691-23933740,23926912-23927181,23929314-23932814,-,embryos,dominant
FBgn0028497,2R,23389009,23398180,23396680-23397180,23395421-23395921,23389001-23393480,23396429-23396680,23394917-23395421,23389001-23389009,23389719-23393480,-,embryos,dominant
FBgn0028371,2R,22717321,22741959,22729272-22729772,22740459-22740959,22717248-22724157,22729101-22729272,22740369-22740459,22717248-22717810,22717873-22736915,-,embryos,dominant
FBgn0003175,2R,22494297,22563565,22514099-22514599,22546558-22547058,22494295-22499736,22512811-22514099,22546455-22546558,22494295-22494295,22497108-22561142,-,embryos,dominant
FBgn0010415,2R,21392402,21482676,21481176-21481676,21417074-21417574,21392403-21399313,21480091-21481176,21416880-21417074,21392403-21394735,21394878-21480378,-,embryos,dominant
FBgn0003435,2R,19517864,19633008,19631508-19632008,19630640-19631140,19523641-19532374,19631037-19631508,19630484-19630640,19523641-19530700,19532170-19629070,-,embryos,dominant
FBgn0263391,2R,19397032,19426403,19424903-19425403,19424114-19424614,19396971-19410516,19424823-19424903,19423594-19424114,19396971-19398805,19399026-19423797,-,embryos,dominant
FBgn0264753,2R,19311148,19358025,19356525-19357025,19325496-19325996,19311149-19317636,19356208-19356525,19325198-19325496,19311149-19312714,19312785-19349911,-,embryos,dominant
FBgn0022238,2R,18154095,18159692,18158018-18158518,18158192-18158692,18154061-18155342,18157846-18158018,18157973-18158192,18154061-18155342,18155405-18156165,-,embryos,dominant
FBgn0016059,2R,17672839,17684999,17683499-17683999,17679255-17679755,17672840-17679255,17682895-17683499,17679060-17679255,17672840-17674508,17674572-17678782,-,embryos,dominant
FBgn0265991,2R,15762565,15818504,15817004-15817504,15814917-15815417,15762555-15781079,15816760-15817004,15814729-15814917,15762555-15762565,15763350-15803487,-,embryos,dominant
FBgn0023441,2R,15657318,15678169,15665094-15665594,15676669-15677169,15657215-15663170,15664324-15665094,15676489-15676669,15657215-15660128,15658610-15672285,-,embryos,dominant
FBgn0265194,2R,15262808,15310868,15286597-15287097,15308997-15309497,15262809-15266970,15286138-15286597,15308842-15308997,15262809-15264757,15264819-15307298,-,embryos,dominant
FBgn0261854,2R,14944458,14964469,14962969-14963469,14958456-14958956,14944459-14952589,14962887-14962969,14958244-14958456,14944459-14945114,14946150-14961841,-,embryos,dominant
FBgn0033983,2R,14929703,14936361,14933304-14933804,14934861-14935361,14928741-14933304,14932855-14933304,14934801-14934861,14928741-14930627,14930687-14933325,-,embryos,dominant
FBgn0260964,2R,13513132,13535751,13532989-13533489,13534251-13534751,13513113-13519963,13531414-13532989,13532661-13534251,13513113-13517987,13518538-13531619,-,embryos,dominant
FBgn0004638,2R,13495222,13504341,13502293-13502793,13502841-13503341,13495223-13497533,13501813-13502293,13502691-13502841,13495223-13497151,13497368-13502091,-,embryos,dominant
FBgn0013765,2R,13439314,13451975,13449400-13449900,13450475-13450975,13439315-13443816,13448997-13449400,13450174-13450475,13439315-13440328,13440392-13447328,-,embryos,dominant
FBgn0259221,2R,13414978,13440551,13429895-13430395,13424736-13425236,13414972-13419085,13429789-13429895,13423914-13424736,13414972-13414978,13415875-13438823,-,embryos,dominant
FBgn0022764,2R,12575240,12594417,12589152-12589652,12592917-12593417,12575124-12586072,12588716-12589152,12592729-12592917,12575124-12575127,12576568-12592445,-,embryos,dominant
FBgn0033638,2R,11619479,11642441,11632579-11633080,11640941-11641441,11619295-11632580,11631941-11632515,11640146-11640941,11619295-11621040,11621116-11629434,-,embryos,dominant
FBgn0033636,2R,11577485,11617545,11604936-11605436,11616045-11616545,11578881-11587025,11604769-11604936,11615579-11616045,11578881-11579983,11580049-11599640,-,embryos,dominant
FBgn0283521,2R,10481894,10544791,10543291-10543791,10541666-10542166,10481872-10541666,10542905-10543291,10541345-10541595,10481872-10481886,10502358-10533968,-,embryos,dominant
FBgn0000448,2R,10203995,10238848,10227957-10228457,10234607-10235107,10203996-10208128,10227329-10227957,10232024-10234607,10203996-10204035,10208191-10224024,-,embryos,dominant
FBgn0085436,2R,9566146,9580507,9578010-9578510,9579007-9579507,9566147-9568086,9577690-9578010,9578185-9579007,9566147-9568086,9568563-9576384,-,embryos,dominant
FBgn0016078,2R,9400531,9414963,9413463-9413963,9409492-9409992,9400330-9402835,9413225-9413463,9409213-9409492,9400330-9400380,9402409-9409653,-,embryos,dominant
FBgn0033402,2R,9302823,9310222,9308388-9308888,9308722-9309222,9302211-9305402,9307269-9308388,9307269-9308722,9302211-9304335,9304974-9305756,-,embryos,dominant
FBgn0020621,2R,9252310,9286597,9285097-9285597,9270324-9270824,9252311-9254207,9284959-9285097,9268369-9270324,9252311-9253436,9254275-9284129,-,embryos,dominant
FBgn0266526,2R,7737019,7784137,7745297-7745797,7758877-7759377,7718447-7742189,7744880-7745297,7758035-7758877,7718447-7737569,7719376-7779885,-,embryos,dominant
FBgn0042135,2R,7716807,7737122,7735622-7736122,7722655-7723155,7716782-7719574,7735377-7735622,7719843-7722655,7716782-7719306,7719376-7729708,-,embryos,dominant
FBgn0033212,2R,7676540,7700402,7698902-7699402,7681836-7682336,7676541-7678626,7698110-7698902,7681308-7681836,7676541-7677734,7677998-7688293,-,embryos,dominant
FBgn0259745,2R,7478853,7491323,7489823-7490323,7488692-7489192,7478854-7485815,7489646-7489823,7488456-7488692,7478854-7478876,7483647-7489570,-,embryos,dominant
FBgn0085421,2R,6759715,6800441,6798941-6799441,6789023-6789523,6759716-6763183,6798770-6798941,6788462-6789023,6759716-6762774,6762834-6797412,-,embryos,dominant
FBgn0000546,2R,6087873,6170587,6157129-6157629,6169087-6169587,6087764-6093949,6156930-6157129,6168756-6169087,6087764-6091866,6093797-6156414,-,embryos,dominant
FBgn0086779,2L,21740041,21758966,21753723-21754223,21757466-21757966,21740042-21742008,21753688-21753723,21757164-21757466,21740042-21741735,21741795-21756627,-,embryos,dominant
FBgn0032955,2L,21614232,21625580,21618774-21619274,21623627-21624127,21611260-21618774,21618496-21618774,21623366-21623627,21611260-21614232,21615103-21618110,-,embryos,dominant
FBgn0032901,2L,20871335,20920431,20917461-20917961,20918931-20919431,20871327-20877083,20916905-20917461,20918799-20918931,20871327-20871335,20873957-20917142,-,embryos,dominant
FBgn0041789,2L,19400753,19428096,19423552-19424052,19404789-19405289,19400754-19404789,19419869-19423552,19404750-19404789,19400754-19401372,19403999-19420191,-,embryos,dominant
FBgn0260632,2L,17436830,17451864,17450364-17450864,17445567-17446067,17436831-17442582,17449296-17450364,17445249-17445567,17436831-17437323,17437419-17449368,-,embryos,dominant
